name,waitTime,currentStatus,date,time,isRide
Remy's Ratatouille Adventure,85.0,OPERATING,04-02-2026,18:30,True
Advanced Training Lab,,OPERATING,04-02-2026,18:30,False
Stave Church Gallery,,OPERATING,04-02-2026,18:30,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,18:30,True
Bruce's Shark World,,OPERATING,04-02-2026,18:30,False
Impressions de France,,CLOSED,04-02-2026,18:30,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,18:30,True
Reflections of China,15.0,OPERATING,04-02-2026,18:30,True
The American Adventure,,OPERATING,04-02-2026,18:30,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,18:30,False
Spaceship Earth,15.0,OPERATING,04-02-2026,18:30,True
Test Track,125.0,OPERATING,04-02-2026,18:30,True
Kidcot Fun Stops,,OPERATING,04-02-2026,18:30,False
Living with the Land,5.0,OPERATING,04-02-2026,18:30,True
SeaBase Aquarium,,OPERATING,04-02-2026,18:30,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,18:30,False
Gallery of Arts and History,,OPERATING,04-02-2026,18:30,False
House of the Whispering Willows,,OPERATING,04-02-2026,18:30,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,18:30,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,18:30,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,18:30,True
Palais du Cinéma,,OPERATING,04-02-2026,18:30,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,18:30,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,18:30,True
Soarin' Around the World,50.0,OPERATING,04-02-2026,18:30,True
Mission: SPACE,30.0,OPERATING,04-02-2026,18:30,True
Guardians of the Galaxy: Cosmic Rewind,70.0,OPERATING,04-02-2026,18:30,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,18:30,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,18:45,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,18:45,True
Frozen Ever After,95.0,OPERATING,04-02-2026,18:45,True
Awesome Planet,,OPERATING,04-02-2026,18:45,True
American Heritage Gallery,,OPERATING,04-02-2026,18:45,False
Remy's Ratatouille Adventure,75.0,OPERATING,04-02-2026,18:45,True
Advanced Training Lab,,OPERATING,04-02-2026,18:45,False
Stave Church Gallery,,OPERATING,04-02-2026,18:45,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,18:45,True
Bruce's Shark World,,OPERATING,04-02-2026,18:45,False
Impressions de France,,CLOSED,04-02-2026,18:45,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,18:45,True
Reflections of China,15.0,OPERATING,04-02-2026,18:45,True
The American Adventure,,OPERATING,04-02-2026,18:45,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,18:45,False
Spaceship Earth,10.0,OPERATING,04-02-2026,18:45,True
Test Track,125.0,OPERATING,04-02-2026,18:45,True
Kidcot Fun Stops,,OPERATING,04-02-2026,18:45,False
Living with the Land,5.0,OPERATING,04-02-2026,18:45,True
SeaBase Aquarium,,OPERATING,04-02-2026,18:45,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,18:45,False
Gallery of Arts and History,,OPERATING,04-02-2026,18:45,False
House of the Whispering Willows,,OPERATING,04-02-2026,18:45,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,18:45,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,18:45,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,18:45,True
Palais du Cinéma,,OPERATING,04-02-2026,18:45,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,18:45,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,18:45,True
Soarin' Around the World,60.0,OPERATING,04-02-2026,18:45,True
Mission: SPACE,30.0,OPERATING,04-02-2026,18:45,True
Guardians of the Galaxy: Cosmic Rewind,95.0,OPERATING,04-02-2026,18:45,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,18:45,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,19:00,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,19:00,True
Frozen Ever After,80.0,OPERATING,04-02-2026,19:00,True
Awesome Planet,,OPERATING,04-02-2026,19:00,True
American Heritage Gallery,,OPERATING,04-02-2026,19:00,False
Remy's Ratatouille Adventure,75.0,OPERATING,04-02-2026,19:00,True
Advanced Training Lab,,OPERATING,04-02-2026,19:00,False
Stave Church Gallery,,OPERATING,04-02-2026,19:00,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,19:00,True
Bruce's Shark World,,OPERATING,04-02-2026,19:00,False
Impressions de France,,CLOSED,04-02-2026,19:00,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,19:00,True
Reflections of China,15.0,OPERATING,04-02-2026,19:00,True
The American Adventure,,OPERATING,04-02-2026,19:00,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,19:00,False
Spaceship Earth,15.0,OPERATING,04-02-2026,19:00,True
Test Track,125.0,OPERATING,04-02-2026,19:00,True
Kidcot Fun Stops,,OPERATING,04-02-2026,19:00,False
Living with the Land,5.0,OPERATING,04-02-2026,19:00,True
SeaBase Aquarium,,OPERATING,04-02-2026,19:00,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,19:00,False
Gallery of Arts and History,,OPERATING,04-02-2026,19:00,False
House of the Whispering Willows,,OPERATING,04-02-2026,19:00,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,19:00,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,19:00,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,19:00,True
Palais du Cinéma,,OPERATING,04-02-2026,19:00,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,19:00,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,19:00,True
Soarin' Around the World,60.0,OPERATING,04-02-2026,19:00,True
Mission: SPACE,30.0,OPERATING,04-02-2026,19:00,True
Guardians of the Galaxy: Cosmic Rewind,95.0,OPERATING,04-02-2026,19:00,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,19:00,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,19:15,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,19:15,True
Frozen Ever After,70.0,OPERATING,04-02-2026,19:15,True
Awesome Planet,,OPERATING,04-02-2026,19:15,True
American Heritage Gallery,,OPERATING,04-02-2026,19:15,False
Remy's Ratatouille Adventure,75.0,OPERATING,04-02-2026,19:15,True
Advanced Training Lab,,OPERATING,04-02-2026,19:15,False
Stave Church Gallery,,OPERATING,04-02-2026,19:15,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,19:15,True
Bruce's Shark World,,OPERATING,04-02-2026,19:15,False
Impressions de France,,CLOSED,04-02-2026,19:15,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,19:15,True
Reflections of China,15.0,OPERATING,04-02-2026,19:15,True
The American Adventure,,OPERATING,04-02-2026,19:15,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,19:15,False
Spaceship Earth,15.0,OPERATING,04-02-2026,19:15,True
Test Track,125.0,OPERATING,04-02-2026,19:15,True
Kidcot Fun Stops,,OPERATING,04-02-2026,19:15,False
Living with the Land,5.0,OPERATING,04-02-2026,19:15,True
SeaBase Aquarium,,OPERATING,04-02-2026,19:15,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,19:15,False
Gallery of Arts and History,,OPERATING,04-02-2026,19:15,False
House of the Whispering Willows,,OPERATING,04-02-2026,19:15,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,19:15,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,19:15,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,19:15,True
Palais du Cinéma,,OPERATING,04-02-2026,19:15,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,19:15,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,19:15,True
Soarin' Around the World,85.0,OPERATING,04-02-2026,19:15,True
Mission: SPACE,20.0,OPERATING,04-02-2026,19:15,True
Guardians of the Galaxy: Cosmic Rewind,80.0,OPERATING,04-02-2026,19:15,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,19:15,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,19:30,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,19:30,True
Frozen Ever After,70.0,OPERATING,04-02-2026,19:30,True
Awesome Planet,,OPERATING,04-02-2026,19:30,True
American Heritage Gallery,,OPERATING,04-02-2026,19:30,False
Remy's Ratatouille Adventure,60.0,OPERATING,04-02-2026,19:30,True
Advanced Training Lab,,OPERATING,04-02-2026,19:30,False
Stave Church Gallery,,OPERATING,04-02-2026,19:30,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,19:30,True
Bruce's Shark World,,OPERATING,04-02-2026,19:30,False
Impressions de France,,CLOSED,04-02-2026,19:30,True
Journey Into Imagination With Figment,5.0,OPERATING,04-02-2026,19:30,True
Reflections of China,15.0,OPERATING,04-02-2026,19:30,True
The American Adventure,,OPERATING,04-02-2026,19:30,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,19:30,False
Spaceship Earth,20.0,OPERATING,04-02-2026,19:30,True
Test Track,,DOWN,04-02-2026,19:30,True
Kidcot Fun Stops,,OPERATING,04-02-2026,19:30,False
Living with the Land,5.0,OPERATING,04-02-2026,19:30,True
SeaBase Aquarium,,OPERATING,04-02-2026,19:30,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,19:30,False
Gallery of Arts and History,,OPERATING,04-02-2026,19:30,False
House of the Whispering Willows,,OPERATING,04-02-2026,19:30,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,19:30,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,19:30,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,19:30,True
Palais du Cinéma,,OPERATING,04-02-2026,19:30,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,19:30,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,19:30,True
Soarin' Around the World,75.0,OPERATING,04-02-2026,19:30,True
Mission: SPACE,30.0,OPERATING,04-02-2026,19:30,True
Guardians of the Galaxy: Cosmic Rewind,95.0,OPERATING,04-02-2026,19:30,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,19:30,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,19:45,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,19:45,True
Frozen Ever After,60.0,OPERATING,04-02-2026,19:45,True
Awesome Planet,,OPERATING,04-02-2026,19:45,True
American Heritage Gallery,,OPERATING,04-02-2026,19:45,False
Remy's Ratatouille Adventure,50.0,OPERATING,04-02-2026,19:45,True
Advanced Training Lab,,OPERATING,04-02-2026,19:45,False
Stave Church Gallery,,OPERATING,04-02-2026,19:45,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,19:45,True
Bruce's Shark World,,OPERATING,04-02-2026,19:45,False
Impressions de France,,CLOSED,04-02-2026,19:45,True
Journey Into Imagination With Figment,5.0,OPERATING,04-02-2026,19:45,True
Reflections of China,15.0,OPERATING,04-02-2026,19:45,True
The American Adventure,,OPERATING,04-02-2026,19:45,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,19:45,False
Spaceship Earth,20.0,OPERATING,04-02-2026,19:45,True
Test Track,125.0,OPERATING,04-02-2026,19:45,True
Kidcot Fun Stops,,OPERATING,04-02-2026,19:45,False
Living with the Land,5.0,OPERATING,04-02-2026,19:45,True
SeaBase Aquarium,,OPERATING,04-02-2026,19:45,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,19:45,False
Gallery of Arts and History,,OPERATING,04-02-2026,19:45,False
House of the Whispering Willows,,OPERATING,04-02-2026,19:45,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,19:45,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,19:45,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,19:45,True
Palais du Cinéma,,OPERATING,04-02-2026,19:45,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,19:45,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,19:45,True
Soarin' Around the World,65.0,OPERATING,04-02-2026,19:45,True
Mission: SPACE,30.0,OPERATING,04-02-2026,19:45,True
Guardians of the Galaxy: Cosmic Rewind,95.0,OPERATING,04-02-2026,19:45,True
Gran Fiesta Tour Starring The Three Caballeros,10.0,OPERATING,04-02-2026,19:45,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,20:00,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,20:00,True
Frozen Ever After,65.0,OPERATING,04-02-2026,20:00,True
Awesome Planet,,OPERATING,04-02-2026,20:00,True
American Heritage Gallery,,OPERATING,04-02-2026,20:00,False
Remy's Ratatouille Adventure,50.0,OPERATING,04-02-2026,20:00,True
Advanced Training Lab,,OPERATING,04-02-2026,20:00,False
Stave Church Gallery,,OPERATING,04-02-2026,20:00,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,20:00,True
Bruce's Shark World,,OPERATING,04-02-2026,20:00,False
Impressions de France,,CLOSED,04-02-2026,20:00,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,20:00,True
Reflections of China,15.0,OPERATING,04-02-2026,20:00,True
The American Adventure,,OPERATING,04-02-2026,20:00,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,20:00,False
Spaceship Earth,25.0,OPERATING,04-02-2026,20:00,True
Test Track,125.0,OPERATING,04-02-2026,20:00,True
Kidcot Fun Stops,,OPERATING,04-02-2026,20:00,False
Living with the Land,5.0,OPERATING,04-02-2026,20:00,True
SeaBase Aquarium,,OPERATING,04-02-2026,20:00,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,20:00,False
Gallery of Arts and History,,OPERATING,04-02-2026,20:00,False
House of the Whispering Willows,,OPERATING,04-02-2026,20:00,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,20:00,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,20:00,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,20:00,True
Palais du Cinéma,,OPERATING,04-02-2026,20:00,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,20:00,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,20:00,True
Soarin' Around the World,65.0,OPERATING,04-02-2026,20:00,True
Mission: SPACE,45.0,OPERATING,04-02-2026,20:00,True
Guardians of the Galaxy: Cosmic Rewind,105.0,OPERATING,04-02-2026,20:00,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,20:00,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,20:17,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,20:17,True
Frozen Ever After,65.0,OPERATING,04-02-2026,20:17,True
Awesome Planet,,OPERATING,04-02-2026,20:17,True
American Heritage Gallery,,OPERATING,04-02-2026,20:17,False
Remy's Ratatouille Adventure,55.0,OPERATING,04-02-2026,20:17,True
Advanced Training Lab,,OPERATING,04-02-2026,20:17,False
Stave Church Gallery,,OPERATING,04-02-2026,20:17,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,20:17,True
Bruce's Shark World,,OPERATING,04-02-2026,20:17,False
Impressions de France,,CLOSED,04-02-2026,20:17,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,20:17,True
Reflections of China,15.0,OPERATING,04-02-2026,20:17,True
The American Adventure,,OPERATING,04-02-2026,20:17,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,20:17,False
Spaceship Earth,25.0,OPERATING,04-02-2026,20:17,True
Test Track,135.0,OPERATING,04-02-2026,20:17,True
Kidcot Fun Stops,,OPERATING,04-02-2026,20:17,False
Living with the Land,5.0,OPERATING,04-02-2026,20:17,True
SeaBase Aquarium,,OPERATING,04-02-2026,20:17,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,20:17,False
Gallery of Arts and History,,OPERATING,04-02-2026,20:17,False
House of the Whispering Willows,,OPERATING,04-02-2026,20:17,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,20:17,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,20:17,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,20:17,True
Palais du Cinéma,,OPERATING,04-02-2026,20:17,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,20:17,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,20:17,True
Soarin' Around the World,45.0,OPERATING,04-02-2026,20:17,True
Mission: SPACE,45.0,OPERATING,04-02-2026,20:17,True
Guardians of the Galaxy: Cosmic Rewind,115.0,OPERATING,04-02-2026,20:17,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,20:17,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,20:30,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,20:30,True
Frozen Ever After,65.0,OPERATING,04-02-2026,20:30,True
Awesome Planet,,OPERATING,04-02-2026,20:30,True
American Heritage Gallery,,OPERATING,04-02-2026,20:30,False
Remy's Ratatouille Adventure,0.0,OPERATING,04-02-2026,20:30,True
Advanced Training Lab,,OPERATING,04-02-2026,20:30,False
Stave Church Gallery,,OPERATING,04-02-2026,20:30,False
Turtle Talk With Crush,15.0,OPERATING,04-02-2026,20:30,True
Bruce's Shark World,,OPERATING,04-02-2026,20:30,False
Impressions de France,,CLOSED,04-02-2026,20:30,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,20:30,True
Reflections of China,15.0,OPERATING,04-02-2026,20:30,True
The American Adventure,,OPERATING,04-02-2026,20:30,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,20:30,False
Spaceship Earth,20.0,OPERATING,04-02-2026,20:30,True
Test Track,135.0,OPERATING,04-02-2026,20:30,True
Kidcot Fun Stops,,OPERATING,04-02-2026,20:30,False
Living with the Land,5.0,OPERATING,04-02-2026,20:30,True
SeaBase Aquarium,,OPERATING,04-02-2026,20:30,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,20:30,False
Gallery of Arts and History,,OPERATING,04-02-2026,20:30,False
House of the Whispering Willows,,OPERATING,04-02-2026,20:30,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,20:30,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,20:30,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,20:30,True
Palais du Cinéma,,OPERATING,04-02-2026,20:30,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,20:30,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,20:30,True
Soarin' Around the World,30.0,OPERATING,04-02-2026,20:30,True
Mission: SPACE,30.0,OPERATING,04-02-2026,20:30,True
Guardians of the Galaxy: Cosmic Rewind,115.0,OPERATING,04-02-2026,20:30,True
Gran Fiesta Tour Starring The Three Caballeros,10.0,OPERATING,04-02-2026,20:30,True
Disney and Pixar Short Film Festival,,OPERATING,04-02-2026,20:45,True
The Seas with Nemo & Friends,5.0,OPERATING,04-02-2026,20:45,True
Frozen Ever After,55.0,OPERATING,04-02-2026,20:45,True
Awesome Planet,,OPERATING,04-02-2026,20:45,True
American Heritage Gallery,,OPERATING,04-02-2026,20:45,False
Remy's Ratatouille Adventure,,DOWN,04-02-2026,20:45,True
Advanced Training Lab,,OPERATING,04-02-2026,20:45,False
Stave Church Gallery,,OPERATING,04-02-2026,20:45,False
Turtle Talk With Crush,,CLOSED,04-02-2026,20:45,True
Bruce's Shark World,,OPERATING,04-02-2026,20:45,False
Impressions de France,,CLOSED,04-02-2026,20:45,True
Journey Into Imagination With Figment,10.0,OPERATING,04-02-2026,20:45,True
Reflections of China,15.0,OPERATING,04-02-2026,20:45,True
The American Adventure,,OPERATING,04-02-2026,20:45,False
Mexico Folk Art Gallery,,OPERATING,04-02-2026,20:45,False
Spaceship Earth,15.0,OPERATING,04-02-2026,20:45,True
Test Track,90.0,OPERATING,04-02-2026,20:45,True
Kidcot Fun Stops,,OPERATING,04-02-2026,20:45,False
Living with the Land,5.0,OPERATING,04-02-2026,20:45,True
SeaBase Aquarium,,OPERATING,04-02-2026,20:45,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-02-2026,20:45,False
Gallery of Arts and History,,OPERATING,04-02-2026,20:45,False
House of the Whispering Willows,,OPERATING,04-02-2026,20:45,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-02-2026,20:45,False
"Journey of Water, Inspired by Moana",,OPERATING,04-02-2026,20:45,True
Beauty and the Beast Sing-Along,,CLOSED,04-02-2026,20:45,True
Palais du Cinéma,,OPERATING,04-02-2026,20:45,False
Bijutsu-kan Gallery,,OPERATING,04-02-2026,20:45,False
Canada Far and Wide in Circle-Vision 360,15.0,OPERATING,04-02-2026,20:45,True
Soarin' Around the World,30.0,OPERATING,04-02-2026,20:45,True
Mission: SPACE,15.0,OPERATING,04-02-2026,20:45,True
Guardians of the Galaxy: Cosmic Rewind,95.0,OPERATING,04-02-2026,20:45,True
Gran Fiesta Tour Starring The Three Caballeros,5.0,OPERATING,04-02-2026,20:45,True
Disney and Pixar Short Film Festival,,CLOSED,04-03-2026,09:00,True
The Seas with Nemo & Friends,5,OPERATING,04-03-2026,09:00,True
Frozen Ever After,45,OPERATING,04-03-2026,09:00,True
Awesome Planet,,CLOSED,04-03-2026,09:00,True
American Heritage Gallery,,OPERATING,04-03-2026,09:00,False
Remy's Ratatouille Adventure,75,OPERATING,04-03-2026,09:00,True
Advanced Training Lab,,OPERATING,04-03-2026,09:00,False
Stave Church Gallery,,OPERATING,04-03-2026,09:00,False
Turtle Talk With Crush,,CLOSED,04-03-2026,09:00,True
Bruce's Shark World,,OPERATING,04-03-2026,09:00,False
Impressions de France,,CLOSED,04-03-2026,09:00,True
Journey Into Imagination With Figment,,CLOSED,04-03-2026,09:00,True
Reflections of China,,CLOSED,04-03-2026,09:00,True
The American Adventure,,OPERATING,04-03-2026,09:00,False
Mexico Folk Art Gallery,,OPERATING,04-03-2026,09:00,False
Spaceship Earth,5,OPERATING,04-03-2026,09:00,True
Test Track,80,OPERATING,04-03-2026,09:00,True
Kidcot Fun Stops,,OPERATING,04-03-2026,09:00,False
Living with the Land,5,OPERATING,04-03-2026,09:00,True
SeaBase Aquarium,,OPERATING,04-03-2026,09:00,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-03-2026,09:00,False
Gallery of Arts and History,,OPERATING,04-03-2026,09:00,False
House of the Whispering Willows,,OPERATING,04-03-2026,09:00,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-03-2026,09:00,False
"Journey of Water, Inspired by Moana",,OPERATING,04-03-2026,09:00,True
Beauty and the Beast Sing-Along,,CLOSED,04-03-2026,09:00,True
Palais du Cinéma,,OPERATING,04-03-2026,09:00,False
Bijutsu-kan Gallery,,OPERATING,04-03-2026,09:00,False
Canada Far and Wide in Circle-Vision 360,,CLOSED,04-03-2026,09:00,True
Soarin' Around the World,10,OPERATING,04-03-2026,09:00,True
Mission: SPACE,15,OPERATING,04-03-2026,09:00,True
Guardians of the Galaxy: Cosmic Rewind,105,OPERATING,04-03-2026,09:00,True
Gran Fiesta Tour Starring The Three Caballeros,,CLOSED,04-03-2026,09:00,True
Disney and Pixar Short Film Festival,,OPERATING,04-03-2026,09:15,True
The Seas with Nemo & Friends,5,OPERATING,04-03-2026,09:15,True
Frozen Ever After,60,OPERATING,04-03-2026,09:15,True
Awesome Planet,,OPERATING,04-03-2026,09:15,True
American Heritage Gallery,,OPERATING,04-03-2026,09:15,False
Remy's Ratatouille Adventure,65,OPERATING,04-03-2026,09:15,True
Advanced Training Lab,,OPERATING,04-03-2026,09:15,False
Stave Church Gallery,,OPERATING,04-03-2026,09:15,False
Turtle Talk With Crush,,CLOSED,04-03-2026,09:15,True
Bruce's Shark World,,OPERATING,04-03-2026,09:15,False
Impressions de France,,CLOSED,04-03-2026,09:15,True
Journey Into Imagination With Figment,5,OPERATING,04-03-2026,09:15,True
Reflections of China,,OPERATING,04-03-2026,09:15,True
The American Adventure,,OPERATING,04-03-2026,09:15,False
Mexico Folk Art Gallery,,OPERATING,04-03-2026,09:15,False
Spaceship Earth,5,OPERATING,04-03-2026,09:15,True
Test Track,115,OPERATING,04-03-2026,09:15,True
Kidcot Fun Stops,,OPERATING,04-03-2026,09:15,False
Living with the Land,5,OPERATING,04-03-2026,09:15,True
SeaBase Aquarium,,OPERATING,04-03-2026,09:15,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-03-2026,09:15,False
Gallery of Arts and History,,OPERATING,04-03-2026,09:15,False
House of the Whispering Willows,,OPERATING,04-03-2026,09:15,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-03-2026,09:15,False
"Journey of Water, Inspired by Moana",,OPERATING,04-03-2026,09:15,True
Beauty and the Beast Sing-Along,,CLOSED,04-03-2026,09:15,True
Palais du Cinéma,,OPERATING,04-03-2026,09:15,False
Bijutsu-kan Gallery,,OPERATING,04-03-2026,09:15,False
Canada Far and Wide in Circle-Vision 360,,OPERATING,04-03-2026,09:15,True
Soarin' Around the World,15,OPERATING,04-03-2026,09:15,True
Mission: SPACE,15,OPERATING,04-03-2026,09:15,True
Guardians of the Galaxy: Cosmic Rewind,120,OPERATING,04-03-2026,09:15,True
Gran Fiesta Tour Starring The Three Caballeros,5,OPERATING,04-03-2026,09:15,True
Disney and Pixar Short Film Festival,,OPERATING,04-03-2026,09:30,True
The Seas with Nemo & Friends,5,OPERATING,04-03-2026,09:30,True
Frozen Ever After,50,OPERATING,04-03-2026,09:30,True
Awesome Planet,,OPERATING,04-03-2026,09:30,True
American Heritage Gallery,,OPERATING,04-03-2026,09:30,False
Remy's Ratatouille Adventure,55,OPERATING,04-03-2026,09:30,True
Advanced Training Lab,,OPERATING,04-03-2026,09:30,False
Stave Church Gallery,,OPERATING,04-03-2026,09:30,False
Turtle Talk With Crush,,CLOSED,04-03-2026,09:30,True
Bruce's Shark World,,OPERATING,04-03-2026,09:30,False
Impressions de France,,CLOSED,04-03-2026,09:30,True
Journey Into Imagination With Figment,5,OPERATING,04-03-2026,09:30,True
Reflections of China,,OPERATING,04-03-2026,09:30,True
The American Adventure,,OPERATING,04-03-2026,09:30,False
Mexico Folk Art Gallery,,OPERATING,04-03-2026,09:30,False
Spaceship Earth,10,OPERATING,04-03-2026,09:30,True
Test Track,125,OPERATING,04-03-2026,09:30,True
Kidcot Fun Stops,,OPERATING,04-03-2026,09:30,False
Living with the Land,5,OPERATING,04-03-2026,09:30,True
SeaBase Aquarium,,OPERATING,04-03-2026,09:30,False
"ImageWorks - The ""What If"" Labs",,OPERATING,04-03-2026,09:30,False
Gallery of Arts and History,,OPERATING,04-03-2026,09:30,False
House of the Whispering Willows,,OPERATING,04-03-2026,09:30,False
Project Tomorrow: Inventing the Wonders of the Future,,OPERATING,04-03-2026,09:30,False
"Journey of Water, Inspired by Moana",,OPERATING,04-03-2026,09:30,True
Beauty and the Beast Sing-Along,,CLOSED,04-03-2026,09:30,True
